name|faculty_of|has_phd_info|phd_where
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AT THE UNIVERSITY OF DELAWARE WORKING ON POLICY CHANGES IN EDUCATION|AT THE UNIVERSITY OF DELAWARE WORKING ON POLICY CHANGES IN EDUCATION
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|FOR LEGISLATIVE STRENGTHENING. HIS HOBBIES INCLUDE BREAD|FOR LEGISLATIVE STRENGTHENING. HIS HOBBIES INCLUDE BREAD
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AS A RESEARCH ASSISTANT AT JOHNS HOPKINS UNIVERSITY AND TWICE|AS A RESEARCH ASSISTANT AT JOHNS HOPKINS UNIVERSITY AND TWICE
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AT UOFM AS AN EXCHANGE STUDENT. SHE HAS GAINED EXPERIENCE IN SOCIAL|AT UOFM AS AN EXCHANGE
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|VALUE ERROR|VALUE ERROR
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AND POLITICS, RACIAL AND ETHNIC POLITICS, EDUCATION|SHEKINAH IS A JOINT
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|RICAN POLITICS. PRIOR TO JOINING|PUBLIC OPINION. SHE IS CURRENTLY WORKING ON PROJECTS ON THE INTERSECTION
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AND INEQUALITY, ESPECIALLY THE ROLE OF EDUCATION|AND INEQUALITY, ESPECIALLY THE ROLE OF EDUCATION
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AT THE URBAN INSTITUTE STUDYING ASSISTED|AT THE URBAN INSTITUTE STUDYING ASSISTED
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|IN THE JOINT|AT THE FEDERAL RESERVE BANK OF CHICAGO. HE HOLDS BACHELOR’S DEGREES
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AT THE INSTITUTE FOR SOCIAL RESEARCH. PRIOR TO COMING TO MICHIGAN|AT THE INSTITUTE FOR SOCIAL RESEARCH. PRIOR TO COMING TO MICHIGAN
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AT THE FEDERAL DEPOSIT INSURANCE CORPORATION. PRIOR TO THE|AT THE FEDERAL DEPOSIT INSURANCE CORPORATION. PRIOR TO THE
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|A JOINT|A JOINT
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AT THE HARVARD BUSINESS SCHOOL RESEARCHING TOPICS RELATED TO THE ECONOMICS OF INNOVATION|AT THE HARVARD BUSINESS SCHOOL RESEARCHING TOPICS RELATED TO THE ECONOMICS OF INNOVATION
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|IN THE JOINT|MARGARITA IS A DOCTORAL STUDENT IN THE JOINT
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|A JOINT DOCTORAL STUDENT IN THE DEPARTMENTS|A JOINT DOCTORAL STUDENT IN THE DEPARTMENTS
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|A JOINT|A JOINT
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AT THE FEDERAL INSTITUTE|AT THE FEDERAL INSTITUTE
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|WITH INNOVATIONS FOR POVERTY ACTION (IPA) IN NAMIBIA AND MYANMAR|WITH INNOVATIONS FOR POVERTY ACTION (IPA) IN NAMIBIA AND MYANMAR
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|AND ENERGY ECONOMICS. BEFORE COMING|AND ENERGY ECONOMICS. BEFORE COMING
ADMITTED:|FORD SCHOOL OF PUBLIC POLICY|A JOINT|A JOINT
ADRIAN SARGEANT|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF EXETER, ENGLANDCERTIFICATE IN EDUCATION|UNIVERSITY OF EXETER, ENGLANDCERTIFICATE IN EDUCATION
ADRIAN STARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|O'NEILL SCHOOL, IU, 2014BA|2014BA
ADRIENNE HARRIS|FORD SCHOOL OF PUBLIC POLICY|TO SEVERAL FINTECH AND PROP|TO SEVERAL FINTECH AND PROP
AKASH DEEP|HARVARD KENNEDY SCHOOL|NATIONAL UNIVERSITY|INDIAN INSTITUTE OF MANAGEMENT, AHMEDABAD. HIS EXPERTISE LIES IN INFRASTRUCTURE
ALAIN DE JANVRY|GOLDMAN SCHOOL OF PUBLIC POLICY|IN A REGION CAN USE THE RESEARCH PRIORITIES TO ENABLE THEIR|IN COUNTRIES BOTH
ALAN  WALSH|INDIANA UNIVERSITY O'NEILL SCHOOL|S., BUSINESS ANALYTICS, INDIANA UNIVERSITYB|S., BUSINESS ANALYTICS, INDIANA UNIVERSITYB
ALAN ALTSHULER|HARVARD KENNEDY SCHOOL|AT THE KENNEDY SCHOOL, HE HAS BEEN ACADEMIC DEAN|AT THE KENNEDY SCHOOL, HE HAS BEEN ACADEMIC DEAN
ALAN GARBER|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
ALAN V. DEARDORFF|FORD SCHOOL OF PUBLIC POLICY|FROM CHILEAN|FROM CHILEAN
ALAYNA FOGLE|FORD SCHOOL OF PUBLIC POLICY|IN THE FORD|ALAYNA FOGLE IS AN ADMINISTRATIVE ASSISTANT IN THE FORD
ALBERT CARNESALE|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
ALBERTO  ORTEGA|INDIANA UNIVERSITY O'NEILL SCHOOL|FLORIDA INTERNATIONAL UNIVERSITY, 2011PUBLIC MANAGEMENT|FLORIDA INTERNATIONAL UNIVERSITY, 2011PUBLIC MANAGEMENT
ALEJANDRO MONROY-VELEZ|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO. OUTSIDE OF HARRIS, ALEJANDRO IS A FREELANCE PHOTOGRAPHER|UNIVERSITY OF CHICAGO. OUTSIDE OF HARRIS, ALEJANDRO IS A FREELANCE PHOTOGRAPHER
ALEKSANDRA LUKINA|HARRIS SCHOOL OF PUBLIC POLICY|AT SAINT PETERSBURG STATE UNIVERSITY. SHE HOLDS A PHD IN APPLIED MATHEMATICS (|AT SAINT PETERSBURG STATE UNIVERSITY. SHE HOLDS A PHD IN APPLIED MATHEMATICS (
ALEX GREEN|HARVARD KENNEDY SCHOOL|AT THE KENNEDY SCHOOL. HE IS THE AUTHOR|AT THE KENNEDY SCHOOL. HE IS THE AUTHOR
ALEX KEYSSAR|HARVARD KENNEDY SCHOOL|IN U.S. HISTORY BY BOTH|IN U.S. HISTORY BY BOTH
ALEX RALPH|FORD SCHOOL OF PUBLIC POLICY|S THREE|S THREE
ALEXANDER  ALEXEEV|INDIANA UNIVERSITY O'NEILL SCHOOL|FOR EFFECTIVE DECISION-MAKINGSPEA-V 450|AND STATISTICAL MODELINGSPEA-V 506 STATISTICAL ANALYSIS FOR EFFECTIVE
ALEXANDER FOUIRNAIES|HARRIS SCHOOL OF PUBLIC POLICY|AT NUFFIELD COLLEGE, OXFORD UNIVERSITY. HE EARNED HIS|BETWEEN POLITICAL AND ECONOMIC VARIABLES.  PRIOR TO JOINING
ALFORD A. YOUNG, JR.|FORD SCHOOL OF PUBLIC POLICY|AMERICAN MEN|URBAN-BASED AFRICAN AMERICANS,
ALICE AGOGINO|GOLDMAN SCHOOL OF PUBLIC POLICY|SERVED ON A NUMBER OF UNIVERSITY|AS CHAIR OF THE AAAS SECTION
ALICIA MENENDEZ|HARRIS SCHOOL OF PUBLIC POLICY|AT PRINCETON UNIVERSITY. (WITH U|NATIONALLY WOULD COST USD 20–22
ALLI FOLEY|HARRIS SCHOOL OF PUBLIC POLICY|AND CAREERS. ALLI ALSO HAS A BACKGROUND IN|AND POSTGRADUATE
ALLISON SHAPIRA|HARVARD KENNEDY SCHOOL|WOMEN LEADERS. SHE IS A TEDX SPEAKER AND SONGWRITER|PUBLIC SPEAKING. A FORMER OPERA SINGER AND DIPLOMATIC
ALLISON YOUATT SCHNABLE|INDIANA UNIVERSITY O'NEILL SCHOOL|INTERNATIONAL DEVELOPMENTV491|DEVELOPMENTV491
ALTON WORTHINGTON|FORD SCHOOL OF PUBLIC POLICY|INTERNATIONAL POLITICAL ECONOMY, WITH A FOCUS ON THE INTERSECTION|INTERNATIONAL POLITICAL ECONOMY, WITH A FOCUS ON THE INTERSECTION
AMANDA KOWALSKI|FORD SCHOOL OF PUBLIC POLICY|POLICY HAS LED HER TO SPEND TWO YEARS IN WASHINGTON, DC, ONE|POLICY HAS LED HER TO SPEND TWO YEARS IN WASHINGTON, DC, ONE
AMANDA RUTHERFORD|INDIANA UNIVERSITY O'NEILL SCHOOL|IN PUBLIC ORGANIZATIONSRESEARCH DESIGN AND|IN PUBLIC ORGANIZATIONSRESEARCH DESIGN AND
AMANDA SCHERER|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
AMBASSADOR MARK PEKALA|FORD SCHOOL OF PUBLIC POLICY|AT GEORGETOWN UNIVERSITY,|AT GEORGETOWN UNIVERSITY,
AMBASSADOR SUSAN D. PAGE|FORD SCHOOL OF PUBLIC POLICY|MEMBER OF THE AMERICAN ACADEMY OF DIPLOMACY, A BOARD MEMBER OF ROAD|MEMBER OF THE AMERICAN ACADEMY OF DIPLOMACY, A BOARD MEMBER OF ROAD
AMIR JINA|HARRIS SCHOOL OF PUBLIC POLICY|AT THE ENERGY|AT THE ENERGY
AMITABH CHANDRA|HARVARD KENNEDY SCHOOL|IN HEALTH ECONOMICS, AND THE EUGENE GARFIELD AWARD FOR THE IMPACT OF|AMERICAN SOCIETY
AMY E. LERMAN|GOLDMAN SCHOOL OF PUBLIC POLICY|IN AMERICA'S INCREASINGLY VIOLENT AND CASTIGATORY PRISONS|IN AMERICA'S INCREASINGLY VIOLENT AND CASTIGATORY PRISONS
AMY FLANAGAN|FORD SCHOOL OF PUBLIC POLICY|"AT THE UM LAW SCHOOL.
APPOINTMENTS"|AMY ADVISES PROSPECTIVE BA STUDENTS
AMY HARRIS|FORD SCHOOL OF PUBLIC POLICY|FOREIGN AID IMPLEMENTATION WITH CHEMONICS INTERNATIONAL, MANAGING BOTH|FOREIGN AID IMPLEMENTATION WITH CHEMONICS INTERNATIONAL, MANAGING BOTH
AMY M.  STARK|INDIANA UNIVERSITY O'NEILL SCHOOL|MPA, NONPROFIT MANAGEMENT, INDIANA UNIVERSITY, 2020B|MPA, NONPROFIT MANAGEMENT, INDIANA UNIVERSITY, 2020B
AMY OSAJIMA|INDIANA UNIVERSITY O'NEILL SCHOOL|SCHOOL OF BUSINESS, 2009M.M., UNIVERSITY OF MINNESOTA, 1994B|SCHOOL OF BUSINESS, 2009M.M., UNIVERSITY OF MINNESOTA, 1994B
AMY SLATER|GOLDMAN SCHOOL OF PUBLIC POLICY|IN SAN FRANCISCO, REDWOOD CITY AND OAKLAND|OF CALIFORNIA HASTINGS SCHOOL OF LAW. FROM 1997 TO 2000 SHE WAS THE FIRST
ANA ARELLANO JIMENEZ|HARRIS SCHOOL OF PUBLIC POLICY|THE|THE
ANDERS JENSEN|HARVARD KENNEDY SCHOOL|WITH GOVERNMENTS|AT NBER, AND AN INTERNATIONAL
ANDREA NEED|INDIANA UNIVERSITY O'NEILL SCHOOL|ENVIRONMENTAL LAWV540 LAW AND PUBLIC AFFAIRSV|S220 LAW AND PUBLIC AFFAIRSV
ANDREW DAWSON|HARRIS SCHOOL OF PUBLIC POLICY|AT HARRIS PUBLIC POLICY|AT HARRIS PUBLIC POLICY
ANDREW MARCH|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
ANDREW REDDIE|GOLDMAN SCHOOL OF PUBLIC POLICY|IN BOTH|AT UC BERKELEY’S CENTER FOR SECURITY IN POLITICS, THE BERKELEY APEC
ANDRÉ FRANCO|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF SÃO PAULO, 2015MS|UNIVERSITY OF SÃO PAULO, 2015MS
ANDRÉS BARROSO CHAVEZ|HARRIS SCHOOL OF PUBLIC POLICY|MORE THAN 7 YEARS, FOCUSING PRIMARILY ON THE FINANCIAL INCLUSION EFFORTS TO REDUCE|AT THE UNIVERSITY OF CHICAGO AND EARNED HIS BA IN POLITICAL SCIENCE AT THE INSTITUTO
ANGELA GLOVER BLACKWELL|GOLDMAN SCHOOL OF PUBLIC POLICY|MEMBERS OF ITS INAUGURAL COMMUNITY ADVISORY COUNCIL. SHE IS THE 2018|MEMBERS OF ITS INAUGURAL COMMUNITY ADVISORY COUNCIL. SHE IS THE 2018
ANGELA NICOLOFF|FORD SCHOOL OF PUBLIC POLICY|NICOLOFF IS THE ADMINISTRATIVE ASSISTANT SENIOR FOR THE CENTER ON FINANCE|NICOLOFF IS THE ADMINISTRATIVE ASSISTANT SENIOR
ANGELA RILEY|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
ANH NGOC TRAN|INDIANA UNIVERSITY O'NEILL SCHOOL|POLICYPUBLIC MANAGEMENT ECONOMICSECONOMIC DEVELOPMENT|POLICYPUBLIC MANAGEMENT ECONOMICSECONOMIC DEVELOPMENT
ANI GATZ|HARRIS SCHOOL OF PUBLIC POLICY|AND COMMUNICATIONS. ADDITIONALLY, SHE OVERSAW ALL|IN COMMUNICATIONS AND PUBLIC POLICY
ANIBEL FERUS-COMELO|GOLDMAN SCHOOL OF PUBLIC POLICY|AS|AS
ANJALI ADUKIA|HARRIS SCHOOL OF PUBLIC POLICY|GLOBAL HEALTH NOW BY A|INDIA'S SANITATION CRISIS, MYSCIENCE
ANN CHIH LIN|FORD SCHOOL OF PUBLIC POLICY|DANZIGER, 2000)|POVERTY: THE SOCIAL CONTEXTS OF NEIGHBORHOOD
ANNA MEDEARIS|HARRIS SCHOOL OF PUBLIC POLICY|THE INSTITUTE’S MISSION, ENGAGE ITS|THE INSTITUTE’S MISSION, ENGAGE ITS
ANNETTE BROWN|HARRIS SCHOOL OF PUBLIC POLICY|NATIONAL SCIENCE FOUNDATION FELLOW.  BROWN PRESENTLY SERVES AS AN EDITOR FOR THE SYSTEMATIZING|AT THE WORLD BANK AND THE STOCKHOLM INSTITUTE OF TRANSITION ECONOMICS. DR. BROWN
ANNIE HSU|INDIANA UNIVERSITY O'NEILL SCHOOL|NATIONAL|NATIONAL
ANNIE TAYLOR|FORD SCHOOL OF PUBLIC POLICY|BA FROM COLORADO|BA FROM COLORADO
ANTHONY FOWLER|HARRIS SCHOOL OF PUBLIC POLICY|POLITICAL SCIENCE, WITH PARTICULAR EMPHASIS ON ELECTIONS AND POLITICAL REPRESENTATION. SPECIFIC INTERESTS|POLITICAL SCIENCE, WITH PARTICULAR EMPHASIS ON ELECTIONS AND POLITICAL REPRESENTATION. SPECIFIC INTERESTS
ANTHONY FOXX|HARVARD KENNEDY SCHOOL|THE CITY TO A RECORD LOW CRIME RATE, ALL|THE CITY TO A RECORD LOW CRIME RATE, ALL
ANTHONY SAICH|HARVARD KENNEDY SCHOOL|WITH HIS TWO|S URBANIZATION (WITH SHAHID YUSUF, 2008
ANTONETTE MCCASTER|INDIANA UNIVERSITY O'NEILL SCHOOL|- SOUTH BEND, 1999ELEMENTS OF GOVERNMENT|- SOUTH BEND, 1999ELEMENTS OF GOVERNMENT
ANTUNG ANTHONY LIU|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY, 2000PUBLIC PROGRAM EVALUATIONENVIRONMENT AND PEOPLEMANAGERIAL|D., UNIVERSITY OF CALIFORNIA-SAN DIEGO, 2012M.A
APRIL GRUDI|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.H., EMORY UNIVERSITY, 2008B|M.P.H., EMORY UNIVERSITY, 2008B
ARCHON FUNG|HARVARD KENNEDY SCHOOL|IN PROFESSIONAL JOURNALS. HE RECEIVED TWO|AT THE KENNEDY SCHOOL. HIS BOOKS INCLUDE FULL DISCLOSURE: THE PERILS
ARDUINO TOMASI|HARRIS SCHOOL OF PUBLIC POLICY|BY POLITICAL FRICTIONS (SUCH AS EQUILIBRIUM PRIVATIZATION PRICES IN THE SHADOW|BY POLITICAL FRICTIONS (SUCH AS EQUILIBRIUM PRIVATIZATION PRICES IN THE SHADOW
AREAS OF EXPERTISE|FORD SCHOOL OF PUBLIC POLICY|PROGRAM AT THE COLLEGE OF LITERATURE, SCIENCE, AND THE ARTS (LSA|AND POLICY ENGAGEMENT. PRIOR TO JOINING THE FORD SCHOOL
AREMU MBANDE|HARRIS SCHOOL OF PUBLIC POLICY|AT CHICAGO STATE UNIVERSITY. IN THIS ROLE, HE SPEARHEADED A DEPARTMENT|AT CHICAGO STATE UNIVERSITY. IN THIS ROLE, HE SPEARHEADED A DEPARTMENT
ARI  SOLOTOFF|INDIANA UNIVERSITY O'NEILL SCHOOL|2015BA|2015BA
ARIEL KALIL|HARRIS SCHOOL OF PUBLIC POLICY|FOR CHILD DEVELOPMENT, THE NATIONAL ACADEMY OF EDUCATION/SPENCER|FOR CHILD DEVELOPMENT, THE NATIONAL ACADEMY OF EDUCATION/SPENCER
ARNE DUNCAN|HARRIS SCHOOL OF PUBLIC POLICY|IN THIS POLICY SPHERE ENSURE THAT ARNE’S ADDITION|IN THIS POLICY SPHERE ENSURE THAT ARNE’S ADDITION
ARNOLD HOWITT|HARVARD KENNEDY SCHOOL|AT KYOTO (2013|AT KYOTO (2013) AND KANSAI UNIVERSITIES (2012) IN JAPAN
ARTHUR APPLBAUM|HARVARD KENNEDY SCHOOL|MEMBER OF HARVARD’S ADVISORY COMMITTEE ON SHAREHOLDER|MEMBER OF HARVARD’S ADVISORY COMMITTEE ON SHAREHOLDER
ARTHUR BROOKS|HARVARD KENNEDY SCHOOL|SOCIAL ENTREPRENEURSHIP” (2008).IN 2009, BROOKS BECAME THE 11TH|SOCIAL ENTREPRENEURSHIP” (2008).IN 2009, BROOKS BECAME THE 11TH
ARTHUR REINGOLD|GOLDMAN SCHOOL OF PUBLIC POLICY|INFECTIOUS DISEASES BOTH|INFECTIOUS DISEASES BOTH
ARUN AGRAWAL|FORD SCHOOL OF PUBLIC POLICY|IN DEFORESTATION|LOCAL COMMUNITIES. NATURE ECOLOGY AND EVOLUTION 4
ASHLEY CLARK|INDIANA UNIVERSITY O'NEILL SCHOOL|S., UNIVERSITY OF MARYLAND, 1998B|S., UNIVERSITY OF MARYLAND, 1998B
ASHLEY MAYER|HARRIS SCHOOL OF PUBLIC POLICY|AT UCHICAGO, ASHLEY WAS AN EDUCATION PIONEERS FELLOW AND|DIRECTOR OF CUSTOM PROGRAMS. IN THIS ROLE, SHE FOCUSES ON THE
ASHLYN AIKO NELSON|INDIANA UNIVERSITY O'NEILL SCHOOL|OF EDUCATION, STANFORD|D., ECONOMICS OF EDUCATION, STANFORD
ASIM KHWAJA|HARVARD KENNEDY SCHOOL|IN EMERGING FINANCIAL MARKETS TO EXAMINING THE PRIVATE EDUCATION|WITH PEOPLE AROUND THE GLOBE.KHWAJA ALSO SERVES AS THE FACULTY
ATTIA QURESHI|FORD SCHOOL OF PUBLIC POLICY|MICHIGAN HAS DRAWN HER BACK|MICHIGAN HAS DRAWN HER BACK
AUSTIN BOGUES|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
AUSTIN WRIGHT|HARRIS SCHOOL OF PUBLIC POLICY|DIRECT FOUR|DIRECT FOUR
AVI FELLER|GOLDMAN SCHOOL OF PUBLIC POLICY|IN THE SOCIAL AND BEHAVIORAL SCIENCES. (WITH A|IN THE SOCIAL AND BEHAVIORAL SCIENCES. (WITH A
AVRAM  G. PRIMACK|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF NEW HAMPSHIRE, 1986B|UNIVERSITY OF NEW HAMPSHIRE, 1986B
AYUSHI ROY|HARVARD KENNEDY SCHOOL|WITH A VARIETY OF STATE|WITH A VARIETY OF STATE
BAILEY ANSTEAD|INDIANA UNIVERSITY O'NEILL SCHOOL|JD, INDIANA|JD, INDIANA
BARBARA HAYA|GOLDMAN SCHOOL OF PUBLIC POLICY|JULY 12, 2019CALMATTERS, JULY 8|"CARBON OFFSETS WORK?
JULY 7"
BARBARA WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|AT THE UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN, AND IN REGISTRATION|AT THE UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN, AND IN REGISTRATION
BARRY M. RUBIN|INDIANA UNIVERSITY O'NEILL SCHOOL|AND MODELINGCAPSTONE|AND MODELINGCAPSTONE
BARRY RABE|FORD SCHOOL OF PUBLIC POLICY|AT BROOKINGS, RABE ALSO CONTRIBUTES TO THEIR FIXGOV AND PLANETPOLICY|"CARBON?

RABE'S ""CAN WE PRICE"
BEN GREEN|FORD SCHOOL OF PUBLIC POLICY|IN HIGH-STAKES GOVERNMENT|IN HIGH-STAKES GOVERNMENT
BEN INSKEEP|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
BENJAMIN SCHNEER|HARVARD KENNEDY SCHOOL|DEPARTMENT|DEPARTMENT
BERENICE BARREIRO|HARRIS SCHOOL OF PUBLIC POLICY|PUBLIC SPEAKING. IN HER FREE TIME, YOU CAN FIND|FROM START TO FINISH. SHE HAS PREVIOUSLY HELD ROLES AS A DIGITAL PRODUCT MANAGER
BETH  GAZLEY|INDIANA UNIVERSITY O'NEILL SCHOOL|EXECUTIVE, ASSOCIATION OF FUNDRAISING PROFESSIONALS, 1996B|EXECUTIVE, ASSOCIATION OF FUNDRAISING PROFESSIONALS, 1996B.A
BETH CATE|INDIANA UNIVERSITY O'NEILL SCHOOL|AND LAW IN AMERICAN HISTORY SMARTPHONES|AND LAW IN AMERICAN HISTORY SMARTPHONES
BETH CHIMERA|FORD SCHOOL OF PUBLIC POLICY|AS A SENIOR|AS A SENIOR
BETHANY N. MORRISON|FORD SCHOOL OF PUBLIC POLICY|MEMBER OF THE CRLT’S|AT WAKE FOREST UNIVERSITY. THERE SHE LED
BETSEY STEVENSON|FORD SCHOOL OF PUBLIC POLICY|AND THE ECONOMY ARE FREQUENTLY COVERED IN BOTH|AND THE ECONOMY ARE FREQUENTLY COVERED IN BOTH
BEVIS PARDEE|HARRIS SCHOOL OF PUBLIC POLICY|AT NORC, WHERE HE WORKED ON SEVERAL GROUNDBREAKING STUDIES|AT NORC, WHERE HE WORKED ON SEVERAL GROUNDBREAKING STUDIES
BILL DE BLASIO|FORD SCHOOL OF PUBLIC POLICY|CITY ADMINISTRATION|INTERNATIONAL AND PUBLIC AFFAIRS. HE IS A 1981
BILLY MORGAN|HARRIS SCHOOL OF PUBLIC POLICY|IN A VARIETY OF ROLES FOR ILLINOIS GOVERNOR PAT QUINN, BOTH|IN A VARIETY OF ROLES FOR ILLINOIS GOVERNOR PAT QUINN, BOTH
BLAKE EDWARDS|HARRIS SCHOOL OF PUBLIC POLICY|AS SENIOR EDITOR, WRITER, AND PROJECT MANAGER FOR THE CREATIVE SERVICES TEAM FROM|AS SENIOR EDITOR, WRITER, AND PROJECT MANAGER FOR THE CREATIVE SERVICES TEAM FROM
BOB SCHOENI|FORD SCHOOL OF PUBLIC POLICY|AT THE INSTITUTE|AT THE INSTITUTE
BOBBY CONSTANTINO|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
BRAD R. FULTON|INDIANA UNIVERSITY O'NEILL SCHOOL|IN PUBLIC AFFAIRSSTATISTICS FOR|IN PUBLIC AFFAIRSSTATISTICS FOR
BRAD SCHROEDER|INDIANA UNIVERSITY O'NEILL SCHOOL|2004B|2004B
BRADFORD WESTRICH|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY, 2017|UNIVERSITY, 2017
BRADLEY T. HEIM|INDIANA UNIVERSITY O'NEILL SCHOOL|ECONOMICS, NORTHWESTERN UNIVERSITY, 2002B|ECONOMICS, NORTHWESTERN UNIVERSITY, 2002B
BRANDIE NONNECKE|GOLDMAN SCHOOL OF PUBLIC POLICY|AT THE HARVARD KENNEDY SCHOOL. SHE ALSO COMPLETED FELLOWSHIPS AT THE SCHMIDT|AT THE HARVARD KENNEDY SCHOOL. SHE ALSO COMPLETED FELLOWSHIPS AT THE SCHMIDT
BRANDON KURZWEG|HARRIS SCHOOL OF PUBLIC POLICY|CO-CURRICULAR EXPERIENCE. BRANDON IS EXCITED|CO-CURRICULAR EXPERIENCE. BRANDON IS EXCITED
BRENT COPEN|GOLDMAN SCHOOL OF PUBLIC POLICY|ON 12/19/2023|ON 12/19/2023
BRIAN A. JACOB|FORD SCHOOL OF PUBLIC POLICY|ONLINE COURSE TAKING AND HIGH SCHOOL PERFORMANCE.” AMERICAN|ASSOCIATION (AERA) OPEN: 5
BRIAN DELONG|INDIANA UNIVERSITY O'NEILL SCHOOL|M.A., WAKE FOREST UNIVERSITY, 2008B|M.A., WAKE FOREST UNIVERSITY, 2008B
BRIAN FABES|HARRIS SCHOOL OF PUBLIC POLICY|THE REGION. PRIOR TO HIS CURRENT ROLE WITH THE UNIVERSITY|AT NORC, AND THE EXECUTIVE
